N°	Maintenance Type	Printer	Line	PM to be done at JT	MACHINE TIME	JET TIME	PM Ecart JT	Effective PM date	Next PM	Next Jet Time	NEXT DATE	mois prevu	Année prévue	
2645	1200h	AS0000090363	Line2	"1,517"	"1,843"	"1,547"	30	3/5/15		"2,747"				
2644	2400h	N3A13490	Line73	"33,879"	"36,942"	"33,901"	22	2/27/15		"35,101"				
2643	1200h	N3A13717	Line105	"21,676"	"24,179"	"21,700"	24	2/27/15		"22,900"				
2642	1200h	N3A13207	Line80	"32,283"	"34,502"	"32,452"	169	3/2/15		"33,652"				
2641	2400h	N3A13819	Line75	"29,037"	"33,135"	"29,180"	143	3/2/15		"30,380"				
2640	1200h	N3A13823	Line63	"17,020"	"19,636"	"17,072"	52	3/3/15		"18,272"				
2639	1200h	N3A13827	Line193	"8,455"	"8,735"	"8,417"	-38	3/3/15		"9,617"				
2638	2400h	AS0000090362	Line30	"24,535"	"26,194"	"24,620"	85	3/3/15		"25,820"				
2637	2400h	N3A13429	Line70	"34,503"	"40,597"	"34,524"	21	3/4/15		"35,724"				
2636	2400h	N3A13818	Line121	"2,593"	"5,270"	"2,450"	-143	3/4/15		"3,650"				
2635	4800h	N3A13266	Line138	"4,800"	"8,930"	"4,780"	-20	3/4/15	4800h	"9,580"				
2634	2400h	N3A13266	Line138	"4,800"	"8,930"	"4,780"	-20	3/4/15		"5,980"				
2633	2400h	N3A13564	Line193	"17,216"	"20,496"	"17,238"	22	3/5/15		"18,438"				
2632	1200h	N3A13296	Line113	"35,075"	"39,324"	"35,178"	103	2/26/15		"36,378"				
2631	4800h	N3A13547	Line193	"24,797"	"27,579"	"24,814"	17	2/26/15		"29,614"				
2630	2400h	N3A13547	Line193	"24,797"	"27,579"	"24,814"	17	2/26/15		"26,014"				
2629	1200h	N3A13251	Line193	"29,300"	"33,885"	"29,319"	19	2/25/15		"30,519"				
2628	1200h	AS00000090360	Line114	"8,827"	"10,807"	"8,768"	-59	2/26/15		"9,968"				
2627	2400h	N3A13321	Line20	"31,822"	"36,295"	"31,844"	22	2/26/15		"33,044"				
2626	1200h	N3A13826	Line6	"8,505"	"8,688"	"8,427"	-78	2/25/15		"9,627"				
2625	2400h	N3A13724	Line193	"20,780"	"29,159"	"20,818"	38	2/25/15		"22,018"				
2624	4800h	N3A13724	Line193	20780	"29,159"	"20,818"	38	2/25/15		"25,618"				
2623	1200h	N3A13238	Line17	25841	"30,493"	"25,861"	20	2/25/15		"27,061"				
2622	1200h	N3A13499	Line193	3728	"4,994"	"3,789"	61	2/17/15		"4,989"				
2621	1200h	N3A13262	Line65	30968	"37,041"	"30,978"	10	2/23/15		"32,178"				
2620	1200h	N3A13718	Line193	8200	"10,840"	"8,160"	-40	2/25/15		"9,360"				
2619	4800h	N3A13291	Line60	30540	"35,312"	"30,535"	-5	2/25/15		"35,335"				
2618	2400h	N3A13291	Line60	30540	"35,312"	"30,535"	-5	2/25/15		"31,735"				
2617	1200h	N3A13417	Line206	29644	"34,983"	"29,647"	3	2/20/15		"30,847"				
2616	1200h	N3A13496	Line81	12633	"12,921"	"12,755"	122	2/20/15		"13,955"				
2615	1200h	N3A13721	Line44	28630	"33,935"	"28,670"	40	2/21/15		"29,870"				
2614	1200h	N3A13248	Line38	34550	"40,153"	"34,552"	2	2/23/15		"35,752"				
2613	2400h	N3A13208	Line18	11200	"14,898"	"11,187"	-13	2/24/15		"12,387"				
2612	1200h	N3A13318	Line33	37245	"40,308"	"37,281"	36	2/24/15		"38,481"				
2611	1200h	N3A13565	Line98	30843	"36,436"	"30,820"	-23	2/19/15		"32,020"				
2610	2400h	N3A13273	Line64	33547	"38,728"	"33,586"	39	2/19/15		"34,786"				
2609	4800h	N3A13259	Line50	31063	"36,800"	"31,010"	-53	2/18/15		35870				
2608	2400h	N3A13259	Line50	31063	"36,800"	"31,010"	-53	2/18/15		"32,210"				
2607	1200h	N3A13722	Line11	28984	"30,633"	"28,985"	1	2/18/15		"30,185"				
2606	2400h	N3A13294	Line193	31603	"34,455"	"31,693"	90	2/17/15		"32,893"				
2605	4800h	N3A13553	Line31	24000	"28,143"	"24,058"	58	2/17/15		"28,858"				
2604	2400h	N3A13553	Line31	24000	"28,143"	"24,058"	58	2/17/15		"25,258"				
2603	4800h	N3A13524	Line99	27587	"34,350"	"27,683"	96	2/17/15		"32,408"				
2602	2400h	N3A13524	Line99	27587	"34,350"	"27,683"	96	2/17/15		"28,883"				
2601	4800h	AS0000090359	Line193	18594	"21,547"	"18,593"	-1	2/13/15		23570				
2600	2400h	AS0000090359	Line193	18594	"21,547"	"18,593"	-1	2/13/15		"19,793"				
2599	2400h	N3A13422	Line12	23910	"30,848"	"23,941"	31	2/15/15		"25,141"				
2598	4800h	N3A13555	Line49	23931	"25,263"	"24,054"	123	2/13/15		"28,959"				
2597	2400h	N3A13555	Line49	23931	"25,263"	"24,054"	123	2/13/15		"25,254"				
2596	9600h	N3A13218	Line193	21196	"23,281"	"20,095"	135	2/12/15		"29,695"				
2595	2400h	N3A13218	Line193	19960	"23,281"	"20,095"	135	2/12/15		"21,295"				
2594	4800h	N3A13310	Line9	36687	"38,960"	"36,684"	-3	2/12/15		"39,069"				
2593	2400h	N3A13310	Line9	36687	"38,960"	"36,684"	-3	2/12/15		"37,884"				
2592	2400h	N3A13298	Line15	33877	"38,235"	"33,980"	103	2/11/15		"35,180"				
2591	4800h	N3A13314	Line193	30250	"34,829"	"30,272"	22	2/11/15		"35,072"				
2590	2400h	N3A13314	Line193	30250	"34,829"	"30,272"	22	2/11/15		"31,472"				
2589	4800h	N3A13825	Line21	23329	"27,292"	"23,313"	-16	2/10/15		"28,234"				
2588	2400h	N3A13825	Line21	23329	"27,292"	"23,313"	-16	2/10/15		"24,513"				
2587	1200h	N3A13315	Line193	21874	"25,368"	"21,844"	-30	2/8/15		"23,044"				
2586	4800h	N3A13491	Line112	35882	"38,511"	"35,900"	18	2/8/15		"40,973"				
2585	2400h	N3A13491	Line112	35882	"38,511"	"35,900"	18	2/8/15		"37,100"				
2584	4800h	N3A13554	Line71	30693	"32,469"	"30,728"	35	2/8/15		"35,836"				
2583	2400h	N3A13554	Line71	30693	"32,469"	"30,728"	35	2/8/15		"31,928"				
2582	1200h	N3A13260	Line19	31821	"36,648"	"31,938"	117	2/8/15		"33,138"				
2581	4800h	N3A13247	Line211	28649	"38,671"	"28,696"	47	2/5/15		"33,496"				
2580	2400h	N3A13247	Line211	28649	"38,671"	"28,696"	47	2/5/15		"29,896"				
2579	4800h	N3A13261	Line88	20765	"23,402"	"20,741"	-24	2/4/15		"25,903"				
2578	2400h	N3A13261	Line88	20765	"23,402"	"20,741"	-24	2/4/15		"21,941"				
2577	4800h	N3A13268	Line205	24821	"35,488"	"24,897"	76	2/2/15		"29,897"				
2576	2400h	N3A13268	Line205	24821	"35,488"	"24,897"	76	2/2/15		"26,097"				
2575	4800h	N3A13720	Line67	36337	"38,683"	"36,381"	44	2/1/15		41347				
2574	2400h	N3A13720	Line67	36337	"38,683"	"36,381"	44	2/1/15		"37,581"				
2573	1200h	N3A13253	Line29	32986	"39,275"	"33,036"	50	1/30/15		"34,236"				
2572	2400h	N3A13527	Line193	16834	"27,155"	"16,879"	45	1/30/15		"18,079"				
2571	4800h	N3A13487	Line1	28571	"31,612"	"28,635"	64	1/29/15		33430				
2570	2400h	N3A13487	Line1	28571	"31,612"	"28,635"	64	1/29/15		"29,835"				
2569	2400h	N3A13552	Line28	24428	"32,203"	"24,398"	-30	1/29/15		"25,598"				
2568	4800h	N3A13421	Line193	33100	"39,195"	"33,231"	131	1/30/15		38170				
2567	2400h	N3A13421	Line193	33100	"39,195"	"33,231"	131	1/30/15		"34,431"				
2566	4800h	N3A13427	Line23	33201	"38,392"	"33,276"	75	1/30/15		38172				
2565	2400h	N3A13427	Line23	33201	"38,392"	"33,276"	75	1/30/15		"34,476"				
2449	9600h	N3A13246	Line116	13300	"17,534"	"13,344"	44	12/2/14		22968				
2563	1200h	N3A13319	Line68	24102	"25,179"	"24,113"	11	1/30/15		"25,313"				
2562	9600h	N3A13320	Line193	22600	"31,113"	"22,528"	-72	1/20/15		32488				
2561	2400h	N3A13320	Line193	22600	"31,113"	"22,528"	-72	1/20/15		"23,728"				
2560	4800h	N3A13320	Line193	22600	"31,353"	"22,766"	166	1/29/15		27475				
2559	1200h	N3A13719	Line94	28358	"30,933"	"28,359"	1	1/29/15		"29,559"				
2558	4800h	N3A13525	Line51	12017	"15,106"	"12,043"	26	1/29/15		"16,843"				
2557	2400h	N3A13525	Line51	12017	"15,106"	"12,043"	26	1/29/15		"13,243"				
2556	9600h	N3A13558	Line119	28863	"32,440"	"28,862"	-1	1/27/15		"38,462"				
2555	4800h	N3A13558	Line119	28863	"32,440"	"28,862"	-1	1/27/15		33524				
2554	2400h	N3A13558	Line119	28863	"32,440"	"28,862"	-1	1/27/15		"30,062"				
2553	2400h	N3A13723	Line85	7092	"7,713"	"7,094"	2	1/29/15		"8,294"				
2552	9600h	N3A13418	Line87	20501	"32,757"	"20,591"	90	1/26/15	9600h	"30,191"				
2551	4800h	N3A13418	Line87	20501	"32,757"	"20,591"	90	1/26/15		"25,391"				
2550	2400h	N3A13418	Line87	20501	"32,757"	"20,591"	90	1/26/15		"21,791"				
2549	2400h	N3A13249	Line10	30442	"34,421"	"30,275"	-167	1/27/15		"31,475"				
2548	2400h	N3A13424	Line193	29951	"36,503"	"30,008"	57	1/27/15		"31,208"				
2547	1200h	N3A13300	Line97	27671	"29,977"	"27,610"	-61	1/25/15		"28,810"				
2546	1200h	N3A13550	Line203	33186	"35,986"	"33,214"	28	1/25/15		"34,414"				
2545	4800h	N3A13263	Line107	31250	"33,584"	"31,336"	86	1/25/15		35814				
2544	2400h	N3A13263	Line107	31250	"33,584"	"31,336"	86	1/25/15		"32,536"				
2543	2400h	N3A13551	Line193	22978	"25,003"	"23,013"	35	1/23/15		"24,213"				
2542	1200h	N3A13293	Line4	29831	"34,395"	"29,903"	72	1/23/15		"31,103"				
2541	1200h	N3A13313	Line76	36674	"39,315"	"36,705"	31	1/20/15		"37,905"				
2540	2400h	AS00000090360	Line114	7586	"9,666"	"7,627"	41	1/9/15		"8,827"				
2539	2400h	N3A13826	Line6	7267	"7,561"	"7,305"	38	1/9/15		"8,505"				
2538	1200h	N3A13429	Line70	33245	"39,374"	"33,303"	58	1/12/15		"34,503"				
2537	2400h	N3A13299	Line103	23590	"25,934"	"23,700"	110	1/11/15		"24,900"				
2536	2400h	N3A13827	Line193	7234	"7,559"	"7,255"	21	1/13/15		"8,455"				
2535	2400h	N3A13489	Line56	24177	"34,780"	"24,048"	-129	1/13/15		"25,248"				
2534	1200h	N3A13549	Line78	28196	"33,120"	"28,313"	117	1/14/15		"29,513"				
2533	2400h	N3A13210	Line18	3020	"3,103"	"2,980"	-40	1/17/15		"4,180"				
2532	4800h	N3A13426	Line52	19963	"22,123"	"19,979"	16	1/13/15		24648				
2531	2400h	N3A13426	Line52	19963	"22,167"	"20,021"	58	1/15/15		"21,221"				
2530	2400h	N3A13497	Line16	26658	"33,311"	"26,636"	-22	1/15/15		"27,836"				
2529	1200h	N3A13564	Line193	16006	"19,300"	"16,016"	10	1/15/15		"17,216"				
2528	2400h	N3A13495	Line204	17200	"17,864"	"17,200"	0	1/15/15		"18,400"				
2527	1200h	N3A13561	Line193	23886	"25,701"	"23,920"	34	1/15/15		"25,120"				
2526	1200h	N3A13265	Line193	27025	"31,660"	"27,035"	10	1/16/15		"28,235"				
2525	1200h	N3A13716	Line193	21509	"32,617"	"21,458"	-51	1/16/15		"22,658"				
2524	1200h	N3A13289	Line193	12455	"15,112"	"12,454"	-1	1/16/15		"13,654"				
2523	1200h	N3A13316	Line77	10910	"11,866"	"10,977"	67	1/17/15		"12,177"				
2522	1200h	N3A13250	Line92	20635	"30,427"	"20,731"	96	1/18/15		"21,931"				
2521	1200h	N3A13556	Line13	21200	"24,185"	"21,194"	-6	1/18/15		"22,394"				
2520	1200h	N3A13490	Line73	32774	"35,720"	"32,679"	-95	1/7/15		"33,879"				
2519	1200h	N3A13321	Line20	30544	"35,060"	"30,622"	78	1/7/15		"31,822"				
2518	4800h	N3A13318	Line33	35945	"38,987"	"36,045"	100	1/3/15		41058				
2517	2400h	N3A13318	Line33	35945	"38,987"	"36,045"	100	1/3/15		"37,245"				
2516	1200h	AS0000090362	Line30	23225	"24,860"	"23,335"	110	1/6/15		"24,535"				
2515	2400h	N3A13717	Line105	20380	"22,950"	"20,476"	96	1/7/15		"21,676"				
2514	4800h	N3A13718	Line193	6927	"9,630"	"7,000"	73	1/7/15		11786				
2513	2400h	N3A13718	Line193	6927	"9,630"	"7,000"	73	1/7/15		"8,200"				
2512	2400h	AS0000090363	Line2	386	490	317	-69	1/6/15		"1,517"				
2511	1200h	N3A13547	Line193	23473	"26,357"	"23,597"	124	1/6/15		"24,797"				
2510	9600h	N3A13208	Line202	9785	"13,706"	"10,000"	215	1/5/15		19964				
2509	1200h	N3A13208	Line202	9785	"13,706"	"10,000"	215	1/5/15		"11,200"				
2508	1200h	N3A13291	Line60	29235	"34,103"	"29,340"	105	1/5/15		"30,540"				
2507	4800h	N3A13725	Line43	22178	"31,486"	"22,285"	107	12/31/14		"27,202"				
2506	2400h	N3A13725	Line43	22178	"31,486"	"22,285"	107	12/31/14		"23,485"				
2505	1200h	N3A13272	Line193	9344	"11,199"	"9,195"	-149	12/31/14		"10,395"				
2504	1200h	N3A13819	Line75	27936	"31,673"	"27,837"	-99	12/31/14		"29,037"				
2503	4800h	N3A13565	Line98	29673	"35,242"	"29,643"	-30	12/31/14		34567				
2502	4800h	N3A13238	Line17	24725	"29,152"	"24,641"	-84	12/31/14		29615				
2501	2400h	N3A13238	Line17	24688	"29,152"	"24,641"	-47	12/31/14		"25,841"				
2500	2400h	N3A13565	Line98	29673	"35,242"	"29,643"	-30	12/31/14		"30,843"				
2499	2400h	N3A13262	Line65	29787	"35,825"	"29,768"	-19	12/31/14		"30,968"				
2498	4800h	N3A13528	Line43	14800	"31,066"	"14,893"	93	12/30/14		19754				
2497	2400h	N3A13528	Line43	14800	"31,066"	"14,893"	93	12/30/14		"16,093"				
2496	2400h	N3A13722	Line11	27659	"29,432"	"27,784"	125	12/30/14		"28,984"				
2495	2400h	N3A13296	Line113	33841	"38,020"	"33,875"	34	12/30/14		"35,075"				
2494	2400h	N3A13207	Line80	30982	"33,126"	"31,083"	101	12/29/14		"32,283"				
2492	1200h	N3A13273	Line64	0	"37,489"	"32,347"	-30	12/28/14		"33,547"				
2491	1200h	N3A13553	Line31	22608	"26,884"	"22,800"	192	12/27/14		"24,000"				
2490	2400h	N3A13254	Line37	32540	"38,678"	"32,629"	89	12/27/14		"33,829"				
2489	2400h	N3A13559	Line8	27901	"31,780"	"28,023"	122	12/27/14		"29,223"				
2488	4800h	N3A13823	Line63	15700	"18,414"	"15,820"	120	12/27/14		20700				
2487	2400h	N3A13823	Line63	15700	"18,414"	"15,820"	120	12/27/14		"17,020"				
2486	2400h	N3A13488	Line58	32573	"36,810"	"32,589"	16	12/27/14		"33,789"				
2484	2400h	N3A13496	Line81	11450	"11,597"	"11,433"	-17	12/27/14		"12,633"				
2493	1200h	N3A13428	Line86	23576	"38,035"	"23,610"	34	12/26/14		"24,810"				
2485	1200h	N3A13724	Line193	19635	"27,684"	"19,580"	-55	12/26/14		"20,780"				
2482	2400h	N3A13721	Line44	27339	"32,576"	"27,430"	91	12/25/14		"28,630"				
2483	2400h	N3A13336	Line124	0	"8,185"	"2,602"		12/23/14		"3,802"				
2481	2400h	N3A13498	Line193	21682	"26,545"	"20,292"		12/23/14	1200h	"21,492"	5/3/15	5	2015	
2480	1200h	N3A13422	Line12	22711	"29,530"	"22,710"	-1	12/22/14		"23,910"				
2479	2400h	N3A13248	Line38	33283	"38,587"	"33,350"	67	12/20/14		"34,550"				
2478	9600h	N3A13315	Line193	20510	"24,080"	"20,674"	164	12/20/14		30273				
2477	4800h	N3A13315	Line193	20510	"24,080"	"20,674"	164	12/20/14		25374				
2476	2400h	N3A13315	Line193	20510	"24,080"	"20,674"	164	12/20/14		"21,874"				
2475	1200h	N3A13491	Line112	34518	"37,282"	"34,682"	164	12/19/14		"35,882"				
2474	1200h	N3A13555	Line49	22625	"23,937"	"22,731"	106	12/19/14		"23,931"				
2473	1200h	N3A13524	Line99	26452	"32,942"	"26,387"	-65	12/19/14		"27,587"				
2472	1200h	N3A13310	Line9	35439	"37,429"	"35,487"	48	12/19/14		"36,687"				
2471	1200h	N3A13554	Line71	29300	"31,224"	"29,493"	193	12/19/14		"30,693"				
2469	1200h	N3A13298	Line15	32588	"36,931"	"32,677"	89	12/19/14		"33,877"				
2468	1200h	N3A13825	Line21	22082	"26,031"	"22,129"	47	12/18/14		"23,329"				
2470	1200h	N3A13314	Line193	29000	"33,534"	"28,995"	-5	12/16/14		"30,250"				
2467	1200h	AS0000090359	Line193	17320	"20,115"	"17,394"	74	12/16/14		"18,594"				
2466	1200h	N3A13247	Line211	27429	"37,364"	"27,449"	20	12/12/14		"28,649"				
2465	2400h	N3A13319	Line68	22951	"23,966"	"22,902"	-49	12/11/14		"24,102"				
2464	2400h	N3A13499	Line193	2469	"3,431"	"2,528"	59	12/10/14		"3,728"				
2463	2400h	N3A13719	Line94	27135	"29,730"	"27,158"	23	12/10/14		"28,358"				
2462	1200h	N3A13527	Line193	15611	"25,892"	"15,634"	23	12/8/14		"16,834"				
2461	1200h	N3A13209	Line96	21443	"30,860"	"21,510"	67	12/8/14		"22,710"				
2460	1200h	N3A13249	Line10	29182	"33,383"	"29,242"	60	12/8/14		"30,442"				
2459	1200h	N3A13558	Line119	27673	"31,239"	"27,663"	-10	12/8/14		"28,863"				
2458	2400h	N3A13300	Line97	26503	"28,836"	"26,471"	-32	12/8/14		"27,671"				
2457	4800h	N3A13260	Line19	30623	"35,250"	"30,621"	-2	12/7/14		35500				
2456	2400h	N3A13260	Line19	30623	"35,250"	"30,621"	-2	12/7/14		"31,821"				
2455	1200h	N3A13552	Line28	23158	"30,887"	"23,228"	70	12/7/14		"24,428"				
2454	1200h	N3A13421	Line193	31980	"37,923"	"31,998"	18	12/7/14		"33,100"				
2453	1200h	N3A13261	Line88	19521	"22,123"	"19,565"	44	12/7/14		"20,765"				
2452	1200h	N3A13487	Line1	27344	"30,320"	"27,371"	27	12/5/14		"28,571"				
2451	1200h	N3A13525	Line51	10730	"13,771"	"10,817"	87	12/5/14		"12,017"				
2445	1200h	N3A13218	Line193	18647	"21,636"	"18,760"	113	12/5/14		"19,960"				
2450	1200h	N3A13427	Line23	31809	"37,030"	"32,001"	29532	12/4/14		"33,201"				
2444	1200h	N3A13263	Line107	30058	"32,374"	"30,128"	70	12/4/14		"31,250"				
2443	4800h	N3A13253	Line29	31598	"37,921"	"31,786"	188	12/4/14		"36,975"				
2442	2400h	N3A13253	Line29	31598	"37,921"	"31,786"	188	12/4/14		"32,986"				
2441	2400h	N3A13417	Line206	28496	"33,774"	"28,444"	-52	12/4/14		"29,644"				
2440	4800h	N3A13550	Line203	32000	"34,727"	"31,986"	-14	12/3/14		"36,786"				
2439	2400h	N3A13550	Line203	32000	"34,727"	"31,986"	-14	12/3/14		"33,186"				
2438	1200h	N3A13551	Line193	21848	"23,761"	"21,778"	-70	12/3/14		"22,978"				
2447	2400h	N3A13246	Line116	13300	"17,534"	"13,344"	44	12/2/14		"14,544"				
2448	4800h	N3A13246	Line116	13300	"17,534"	"13,344"	44	12/2/14		"18,144"				
2819	4800h	N3A13246	Line116	0	"16,076"	12064	12064	9/18/14		18109				
2446	1200h	N3A13320	Line193	21306	"29,983"	"21,430"	124	12/2/14		"22,600"				
2437	4800h	N3A13293	Line4	28600	"33,115"	"28,631"	31	11/30/14		33570				
2436	2400h	N3A13293	Line4	28600	"33,115"	"28,631"	31	11/30/14		"29,831"				
2435	1200h	N3A13720	Line67	35153	"37,265"	"35,137"	-16	11/30/14		"36,337"				
2434	1200h	N3A13723	Line85	5928	"6,238"	"5,892"	-36	11/29/14		"7,092"				
2433	4800h	N3A13265	Line193	25778	"30,438"	"25,825"	47	11/26/14		"30,682"				
2432	2400h	N3A13265	Line193	25778	"30,438"	"25,825"	47	11/26/14		"27,025"				
2431	9600h	N3A13316	Line77	9600	"10,556"	"9,710"	110	11/25/14		"19,310"				
2430	4800h	N3A13316	Line77	9600	"10,556"	"9,710"	110	11/25/14		14438				
2429	2400h	N3A13316	Line77	9600	"10,556"	"9,710"	110	11/25/14		"10,910"				
2426	2400h	N3A13289	Line193	11100	"13,879"	"11,255"	155	11/25/14		"12,455"				
2425	2400h	N3A13561	Line193	22659	"24,463"	"22,686"	27	11/24/14		"23,886"				
2423	2400h	N3A13556	Line13	20084	"22,951"	"20,000"	-84	11/23/14		"21,200"				
2421	4800h	N3A13313	Line76	35500	"38,045"	"35,474"	-26	11/23/14		"39,083"				
2420	2400h	N3A13313	Line76	35500	"38,045"	"35,474"	-26	11/23/14		"36,674"				
2422	2400h	N3A13250	Line92	19407	"29,093"	"19,435"	28	11/22/14		"20,635"				
2418	1200h	N3A13426	Line52	18788	"20,881"	"18,763"	-25	11/22/14		"19,963"				
2424	1200h	N3A13210	Line18	1933	"1,890"	"1,820"	-113	11/21/14		"3,020"				
2419	1200h	N3A13489	Line56	22856	"33,512"	"22,977"	3826	11/21/14		"24,177"				
2417	4800h	N3A13429	Line70	32145	"38,115"	"32,045"	-100	11/21/14		"36,845"				
2416	2400h	N3A13429	Line70	32145	"38,115"	"32,045"	-100	11/21/14		"33,245"				
2428	9600h	N3A13511	Line193	19151	"33,612"	"19,171"	20	11/20/14		"28,771"				
2427	1200h	N3A13511	Line193	19151	"33,612"	"19,171"	20	11/20/14		"20,371"				
2415	4800h	N3A13564	Line193	14800	"18,045"	"14,806"	6	11/20/14		"19,675"				
2414	2400h	N3A13564	Line193	14800	"18,045"	"14,806"	6	11/20/14		"16,006"				
2413	1200h	N3A13259	Line50	29731	"35,478"	"29,863"	132	11/20/14		"31,063"				
2412	1200h	N3A13418	Line89	19175	"31,191"	"19,301"	126	11/20/14		"20,501"				
2411	1200h	N3A13827	Line193	6034	"6,283"	"6,034"	0	11/19/14		"7,234"				
2409	1200h	N3A13497	Line16	25434	"31,899"	"25,458"	24	11/17/14		"26,658"				
2408	4800h	N3A13549	Line78	26904	"31,777"	"26,996"	92	11/17/14		32017				
2407	2400h	N3A13549	Line78	26904	"31,777"	"26,996"	92	11/17/14		"28,196"				
2404	1200h	N3A13826	Line6	6071	"6,318"	"6,067"	-4	11/17/14		"7,267"				
2403	1200h	AS00000090360	Line114	6394	"8,422"	"6,386"	-8	11/17/14		"7,586"				
2402	9600h	N3A13716	Line193	20216	"31,138"	"20,309"	93	11/16/14		30230				
2401	4800h	N3A13716	Line193	20216	"31,138"	"20,309"	93	11/16/14		25151				
2400	2400h	N3A13716	Line193	20216	"31,138"	"20,309"	93	11/16/14		"21,509"				
2406	1200h	N3A13245	Line215	27192	"35,742"	"27,271"	79	11/15/14	2400h	"28,471"	2/16/15	2	2015	
2405	4800h	N3A13245	Line215	27192	"35,742"	"27,271"	79	11/15/14	4800h	"32,071"				
2410	1200h	N3A13717	Line105	18997	"21,671"	"19,180"	183	11/14/14		"20,380"				
2399	1200h	N3A13299	Line103	22330	"24,534"	"22,390"	60	11/14/14		"23,590"				
2397	1200h	N3A13238	Line17	23481	"27,994"	"23,488"	7	11/13/14		"24,688"				
2396	4800h	N3A13321	Line20	29320	"33,772"	"29,344"	24	11/13/14		"34,144"				
2395	2400h	N3A13321	Line20	29320	"33,772"	"29,344"	24	11/13/14		"30,544"				
2398	2400h	N3A13291	Line60	28007	"32,797"	"28,035"	28	11/12/14		"29,235"				
2394	1200h	N3A13718	Line193	5728	"8,339"	"5,727"	-1	11/12/14		"6,927"				
2393	2400h	N3A13490	Line73	31564	"34,378"	"31,574"	10	11/12/14		"32,774"				
2392	1200h	N3A13565	Line98	28473	"34,065"	"28,467"	-6	11/12/14		"29,673"				
2391	1200h	N3A13296	Line113	32537	"36,778"	"32,641"	104	11/12/14		"33,841"				
2388	4800h	N3A13273	Line64	31127	"36,318"	"31,177"	50	11/9/14		"35,977"				
2387	2400h	N3A13273	Line64	31127	"36,318"	"31,177"	50	11/9/14		"32,377"				
2383	1200h	N3A13318	Line33	34598	"37,754"	"34,745"	147	11/9/14		"35,945"				
2386	2400h	N3A13547	Line193	22253	"24,982"	"22,273"	20	11/8/14		"23,473"				
2385	4800h	AS0000090362	Line30	21941	"23,500"	"22,049"	108	11/8/14		"27,134"				
2382	1200h	N3A13262	Line65	28530	"34,610"	"28,587"	57	11/8/14		"29,787"				
2390	4800h	N3A13819	Line75	26725	"30,521"	"26,736"	11	11/7/14		"31,740"				
2389	2400h	N3A13819	Line75	26725	"30,521"	"26,736"	11	11/7/14		"27,936"				
2384	2400h	AS0000090362	Line30	21941	"23,475"	"22,025"	84	11/7/14		"23,225"				
2381	9600h	N3A13496	Line81	10247	"10,412"	"10,250"	3	11/7/14		20013				
2380	4800h	N3A13496	Line81	10247	"10,412"	"10,250"	3	11/7/14		"15,050"				
2379	1200h	N3A13496	Line81	10247	"10,412"	"10,250"	3	11/7/14		"11,450"				
2376	1200h	N3A13268	Line205	23572	"34,181"	"23,621"	49	11/5/14		"24,821"				
2375	4800h	N3A13208	Line202	8646	"12,238"	"8,585"	-61	11/5/14		"13,674"				
2374	2400h	N3A13208	Line202	8646	"12,238"	"8,585"	-61	11/5/14		"9,785"				
2378	9600h	N3A13724	Line193	18395	"26,444"	"18,435"	40	11/4/14		"28,035"				
2377	2400h	N3A13724	Line193	18395	"26,444"	"18,435"	40	11/4/14		"19,635"				
2373	1200h	N3A13722	Line11	26403	"28,105"	"26,459"	56	11/4/14		"27,659"				
2372	1200h	N3A13488	Line58	31330	"35,493"	"31,373"	43	11/2/14		"32,573"				
2371	1200h	N3A13559	Line8	26712	"30,456"	"26,701"	-11	11/1/14		"27,901"				
2370	1200h	N3A13823	Line63	14459	"17,094"	"14,533"	74	10/31/14		"15,700"				
